Date,DIF,DEA,MACD,CCI,W&R,S1,S2,SAR,RSI1,RSI2,K,D,J,BOLL,UPPER,LOWER,K1,D1,PDI,MDI,ADX,ADXR,DDI,ADDI,AD,PSY,TRIX,TRMA,end,begin,highest,lowest,closing_price_down,swing,contract_volume,contract_position,one,two,three,all_v,all_p,delta
44123,0.0000,-0.0171,0.3765,0.00,0.00,44.94,45.14,45.60,0.00,64.32,69.76,74.91,0.00,43.61,0.00,39.54,0.00,75.50,28.30,0.00,70.60,67.88,0.60,0.62,0.61,0.00,0.00,0.57,40.71,40.69,41.22,40.54,-0.171652771,1.667484061,70062,55666,-0.22,-0.5,-0.8,555940,1457013,0.81
40697,-1.2783,0.0000,0.7808,34.08,40.90,97.76,0.00,0.00,0.00,0.00,0.00,0.00,90.17,0.00,100.91,0.00,0.00,0.00,0.00,15.67,0.00,0.00,-0.06,0.00,0.00,0.00,0.00,0.00,100.22,100.87,100.87,98.12,-0.179282869,2.739043825,295212,338132,-0.91,-1.37,-1.79,556507,1041700,-1.41
39099,0.0000,0.0000,-1.6598,-107.41,81.67,62.30,0.00,0.00,0.00,0.00,0.00,0.00,25.64,0.00,0.00,0.00,0.00,0.00,0.00,16.60,0.00,0.00,0.28,0.00,0.00,66.67,0.00,0.00,52.24,51.2,52.4,50.28,2.011325913,4.139816442,276095,121879,-0.89,-1.53,-2.03,556719,979455,-1.92
40857,2.8308,0.0000,0.9232,153.40,5.89,96.61,0.00,0.00,0.00,0.00,0.00,0.00,101.36,0.00,104.36,0.00,0.00,0.00,0.00,17.41,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,97.78,95.75,98.35,95.2,2.130770838,3.290160852,319023,223737,0.1,0.22,0.33,556810,915780,1.48
40836,0.0000,-0.2826,1.3983,0.00,0.00,101.26,97.74,97.99,37.67,49.45,39.22,54.83,0.00,99.19,0.00,95.72,45.66,70.19,19.74,0.00,24.40,31.57,-0.07,0.00,0.05,66.67,0.27,0.34,85.3,86.1,86.94,84.1,-0.940657299,3.298107072,26054,13927,-0.77,-0.91,-1.07,556815,918456,0.9
39604,2.1710,3.1831,-2.0242,0.00,0.00,134.34,122.63,124.73,31.81,37.02,9.69,12.80,0.00,135.18,0.00,119.78,6.53,7.60,12.33,0.00,41.53,28.91,-0.49,-0.47,-0.41,41.67,-0.27,0.01,127.79,122.23,128.38,121.61,4.48896157,5.535568275,314875,326247,-0.39,-0.55,-0.51,556829,978356,10.34
41442,0.0000,0.4157,0.7709,0.00,0.00,103.47,104.10,104.18,37.78,48.18,44.63,48.07,0.00,106.02,0.00,103.21,59.41,50.44,17.29,0.00,11.24,21.83,-0.34,-0.13,-0.03,41.67,0.21,0.30,97.92,97.85,98.74,97.38,0.030646644,1.389314537,231585,108363,-0.27,-0.35,-0.09,556894,1298615,0.65
39790,-6.5676,0.0000,-0.2696,-126.58,79.26,36.82,0.00,0.00,0.00,0.00,0.00,0.00,56.11,0.00,49.79,0.00,0.00,0.00,0.00,19.43,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,43.71,41.64,44.7,41.55,7.106101446,7.718696398,264312,268114,-2.65,-4.91,-6.58,556928,732573,-1.98
41460,1.5038,0.0000,1.3145,188.85,0.45,107.90,0.00,0.00,0.00,0.00,0.00,0.00,49.12,0.00,108.55,0.00,0.00,0.00,0.00,21.51,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,103.63,101.09,103.68,100.71,2.522754254,2.938266719,253863,243235,0.17,1.53,3,557002,1194900,-0.9
41975,-3.5380,0.0000,-1.2070,-139.31,72.71,49.01,0.00,0.00,0.00,0.00,0.00,0.00,12.81,0.00,55.36,0.00,0.00,0.00,14.48,20.49,0.00,0.00,-0.17,0.00,0.00,0.00,0.00,0.00,67.57,69.24,69.32,66.67,1.547941088,3.982566877,357001,329651,0.57,0.07,-0.19,557019,1147529,-0.19
39700,-4.4254,-3.7676,-1.3157,0.00,0.00,69.24,63.65,67.50,42.43,35.21,20.32,13.30,0.00,76.62,0.00,55.69,13.02,10.22,10.56,0.00,71.37,75.69,-0.51,-0.65,-0.70,33.33,-1.70,-1.49,103.26,106.66,106.77,101.74,-2.896370134,4.730110965,307108,241668,-0.1,-0.48,-0.89,557092,801826,0.38
40002,0.0000,1.2657,-2.9433,0.00,0.00,69.40,69.83,72.49,52.37,54.79,66.65,68.14,0.00,72.25,0.00,69.10,70.30,76.75,19.94,0.00,13.57,15.80,-0.12,-0.04,0.05,58.33,0.33,0.39,60.14,62.31,62.68,60.01,-4.433497537,4.242809471,299276,222866,-1.02,-2.09,-3.04,557154,343750,0.03
39514,3.0585,2.5117,1.0936,0.00,0.00,119.93,114.95,115.63,47.96,57.24,68.94,80.12,0.00,112.99,122.66,103.31,74.43,84.20,25.72,0.00,71.46,67.45,0.38,0.55,0.66,66.67,0.52,0.46,105.15,105.58,106.54,103.91,-0.303403812,2.493600076,292397,297104,0.87,1.81,2.6,557190,1094000,2.65
40445,-0.1538,0.0000,0.0327,-15.77,44.89,89.10,0.00,0.00,0.00,0.00,0.00,0.00,17.94,0.00,89.73,0.00,0.00,0.00,0.00,22.13,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,76.49,74.95,76.68,74.66,1.742484703,2.68688481,270319,360440,-1.14,-2.13,-2.92,557395,361181,0.05
41680,0.0000,0.4002,0.9826,0.00,0.00,98.86,98.86,99.27,37.42,44.51,51.80,62.26,0.00,100.01,0.00,97.34,68.51,75.90,19.46,0.00,12.13,22.64,0.04,0.11,0.01,41.67,-0.02,-0.05,100,100.05,100.55,99.11,-0.139804274,1.437986818,238152,259315,0.65,1.48,2.44,557400,1217184,0.44
41037,-1.1229,0.0000,-1.3284,-182.84,80.52,83.53,0.00,0.00,0.00,0.00,0.00,0.00,20.54,0.00,86.71,0.00,0.00,0.00,0.00,19.56,0.00,0.00,-0.51,0.00,0.00,0.00,0.00,0.00,97.5,97.96,98.12,95.52,-0.510204082,2.653061224,303163,249158,-0.4,-0.15,-1.25,557409,1067919,-0.96
40885,0.0000,2.2615,-0.5778,0.00,0.00,101.08,97.11,97.17,25.37,39.10,23.84,34.14,0.00,100.14,0.00,97.15,33.92,40.23,11.63,0.00,33.60,22.24,-0.21,-0.25,-0.27,41.67,-0.02,0.04,98.34,100.84,101.73,97.71,-2.13951637,4.00039805,313602,233067,0.05,-0.4,-1.36,557638,1010378,1.33
40309,0.0000,0.0177,-1.4423,0.00,0.00,79.28,72.61,73.46,27.23,38.87,29.31,43.79,0.00,76.34,0.00,72.26,34.58,45.76,20.77,0.00,26.11,30.46,-0.13,0.05,0.18,41.67,0.10,0.10,76.37,77.26,77.68,75.36,-0.559895833,3.020833333,276296,293209,-3.52,-5.56,-6.73,557753,84838,-0.24
40620,0.0000,2.8495,-1.0951,0.00,0.00,113.39,100.68,104.47,42.53,43.51,37.53,41.87,0.00,108.92,0.00,99.86,21.60,38.09,15.75,0.00,39.24,32.56,-0.25,-0.16,0.02,50.00,-0.02,0.20,101.07,101.78,103.66,100.14,-0.345099586,3.470715835,188773,91395,-1.43,-2.02,-2.3,557793,1094110,0.21
40441,-0.0248,0.0000,0.2595,-10.52,56.09,82.95,0.00,0.00,0.00,0.00,0.00,0.00,100.66,0.00,88.24,0.00,0.00,0.00,0.00,10.59,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,74.86,73.59,75.45,73.32,1.629106706,2.891664404,92429,65538,-1.14,-2.8,-4.23,557802,337651,-1.05
40927,0.6854,0.0000,-0.3968,-10.41,55.89,109.12,0.00,0.00,0.00,0.00,0.00,0.00,28.75,0.00,110.81,0.00,0.00,0.00,0.00,17.94,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,100.36,101.14,102.06,99.98,-0.584447746,2.060425953,87720,55277,-0.24,-0.4,-0.84,557842,1010411,-2.28
39828,-2.6277,0.0000,-0.2152,-114.24,87.26,40.63,0.00,0.00,0.00,0.00,0.00,0.00,73.84,0.00,48.97,0.00,0.00,0.00,0.00,6.95,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,35.4,37.34,37.99,33.2,-5.042918455,12.84871245,156284,79601,-8.14,-12.71,-15.21,558051,790631,1.22
40009,-1.6382,0.0000,-2.2482,-60.49,76.20,72.91,0.00,0.00,0.00,0.00,0.00,0.00,-7.89,0.00,75.20,0.00,0.00,0.00,0.00,24.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.54,59.79,62,59.65,3.393817204,3.948252688,253507,118789,-1.04,-2.22,-3.32,558143,229692,0.02
41208,-1.6538,0.0000,-1.0441,-123.34,83.97,88.72,0.00,0.00,0.00,0.00,0.00,0.00,86.29,0.00,89.26,0.00,0.00,0.00,0.00,16.69,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,86.24,86,86.37,85,0.220801859,1.592097618,199605,398777,-0.51,-1.07,-1.47,558608,1447334,-0.89
42174,0.5078,0.0000,-0.2811,-20.48,61.87,45.34,0.00,0.00,0.00,0.00,0.00,0.00,10.60,0.00,52.67,0.00,0.00,0.00,8.01,33.68,0.00,0.00,-0.51,0.00,0.00,0.00,0.00,0.00,59.37,60.5,60.56,58.88,-1.786600496,2.779156328,105948,46092,-0.32,-0.63,-1.01,558722,1290124,-0.24
39714,-3.1432,-4.6760,3.0656,0.00,0.00,69.39,55.50,56.16,27.48,31.50,14.09,21.95,0.00,65.61,0.00,56.43,13.43,27.95,14.72,0.00,13.72,29.39,-0.18,-0.22,-0.28,41.67,-1.39,-1.51,106.61,108.98,109.58,104.05,-11.83427059,4.573271585,299694,290482,1.14,1.51,1.55,558746,705861,-1.2
42207,-2.2921,0.0000,-0.7482,-137.09,0.00,42.28,0.00,0.00,0.00,0.00,0.00,0.00,27.82,0.00,48.92,0.00,0.00,0.00,0.00,12.94,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,49.2,50.71,50.71,49.04,-2.747578573,3.301047638,343762,508314,-0.47,-1.13,-1.83,558800,1333099,-0.38
39090,0.0000,0.0000,-1.6182,-135.02,86.31,58.19,0.00,0.00,0.00,0.00,0.00,0.00,99.35,0.00,0.00,0.00,0.00,0.00,0.00,14.81,0.00,0.00,0.14,0.00,0.00,75.00,0.00,0.00,56.09,56.24,57.72,55.1,-0.39069437,4.652814775,324010,297617,-1.27,-2.29,-3.17,558848,939723,-0.48
40828,0.0000,-1.5307,1.5865,0.00,0.00,101.68,99.89,101.09,70.27,64.68,69.35,55.78,0.00,98.15,0.00,93.98,65.94,41.95,24.53,0.00,38.74,44.87,0.15,0.20,0.27,58.33,0.36,0.44,85.57,85.2,86.59,84.52,-0.279687682,2.412306258,257585,162396,-0.21,-0.38,-0.57,558923,953956,-0.7
42213,-2.5988,0.0000,-0.6434,-123.10,0.00,43.30,0.00,0.00,0.00,0.00,0.00,0.00,77.18,0.00,49.91,0.00,0.00,0.00,0.00,9.99,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,47.77,47.02,48.44,46.68,1.681566624,3.746275011,332921,505394,-0.42,-1.04,-1.68,559044,1346981,1.08
39787,0.0000,-6.3991,-0.4391,0.00,0.00,36.06,40.18,41.44,46.86,48.34,62.33,63.61,0.00,42.07,0.00,34.12,66.89,77.42,19.97,0.00,7.38,5.64,0.01,-0.02,-0.04,58.33,-0.07,-0.38,40.81,43.78,44.47,40.5,-6.549118388,9.090909091,281976,303787,-2.12,-3.95,-5.46,559131,730459,2.07
42156,0.9532,0.0000,-0.5247,61.34,15.80,51.92,0.00,0.00,0.00,0.00,0.00,0.00,4.61,0.00,61.44,0.00,0.00,0.00,3.54,33.13,0.00,0.00,-0.80,0.00,0.00,0.00,0.00,0.00,60.24,60.29,60.64,59.33,0.016603022,2.174995849,287028,389811,-0.25,-0.38,-0.46,559688,1343922,0.86
39038,0.0000,0.0000,-0.4050,-232.58,85.32,56.36,0.00,0.00,0.00,0.00,0.00,0.00,6.84,0.00,0.00,0.00,0.00,0.00,0.00,41.52,0.00,0.00,-0.82,0.00,0.00,33.33,0.00,0.00,55.81,56.25,56.48,54.86,-0.799857803,2.879488091,177342,38084,-3.16,-4.73,-5.89,560098,741296,0.07
42269,0.0000,-0.0028,0.6102,0.00,35.40,46.59,42.62,43.07,27.11,37.53,21.74,37.43,0.00,45.41,0.00,42.75,20.61,49.80,20.28,0.00,6.99,18.50,-0.01,0.02,0.04,25.00,-0.12,-0.07,46.17,46.45,46.48,45.14,-0.666953528,2.882960413,21530,17642,-0.4,-0.94,-1.65,560132,1275852,-1.93
41577,-1.8867,0.0000,-0.3240,-82.60,78.02,96.99,0.00,0.00,0.00,0.00,0.00,0.00,94.87,0.00,100.80,0.00,0.00,0.00,0.00,7.74,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,97.35,97.77,97.82,96.55,-0.388826358,1.299498619,258038,359829,0.46,0.42,0.6,560252,1146752,-0.38
43826,0.0000,1.0385,0.2714,0.00,0.00,50.32,53.22,53.77,0.00,53.26,82.22,67.91,0.00,52.04,0.00,48.60,0.00,66.45,19.57,0.00,24.74,45.15,0.22,-0.06,-0.26,0.00,-0.49,-0.65,61.72,61.73,61.97,61.24,-0.048582996,1.182186235,333129,426789,0.22,0.55,0.98,560444,1730747,-0.05
41408,0.0000,0.6008,0.5359,0.00,0.00,95.24,102.13,103.05,80.38,72.13,87.42,78.65,0.00,97.47,0.00,92.13,92.53,77.84,30.49,0.00,14.37,12.65,0.33,0.25,0.19,66.67,0.20,0.11,94.22,94.93,95.66,93.85,-0.695615514,1.90767285,268588,160081,-0.22,-0.33,-0.18,560971,1176458,0.26
41066,-4.0748,0.0000,-0.8104,-79.72,61.45,88.34,0.00,0.00,0.00,0.00,0.00,0.00,39.83,0.00,92.41,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,85.45,84.12,86.27,84.03,1.714081657,2.666349244,289723,279638,0.12,-0.32,-0.45,561037,1016685,-1.75
44043,0.7740,0.0000,-0.5857,-94.93,53.53,37.27,0.00,0.00,48.14,0.00,0.00,0.00,78.03,0.00,45.00,0.00,77.60,0.00,0.00,33.69,0.00,0.00,-0.28,0.00,0.00,41.67,-0.32,0.00,40.43,40.34,40.55,39.66,0.247954376,2.20679395,312237,433568,-0.26,-0.62,-0.9,561123,1535810,0.38
40801,-0.0154,0.0000,1.1364,72.37,15.24,91.49,0.00,0.00,0.00,0.00,0.00,0.00,90.97,0.00,96.53,0.00,0.00,0.00,0.00,12.70,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,89.4,88.6,90.15,88.01,0.551119109,2.406928355,267984,124003,-0.19,-0.41,-0.63,561252,948760,-1.15
42033,0.0000,-3.8932,0.7927,0.00,0.00,42.03,45.33,47.49,58.42,49.80,44.05,28.98,0.00,47.93,0.00,42.40,32.27,15.51,0.00,0.00,37.52,33.07,-0.21,-0.29,-0.33,33.33,-0.46,-0.23,44.59,44.43,44.96,43.58,0.47318612,3.109508788,294850,483963,-0.76,-1.9,-3.07,561374,1399003,3.22
41003,0.0000,0.2726,-1.2392,0.00,0.00,93.01,90.20,90.70,19.52,22.03,18.97,16.04,0.00,96.12,0.00,85.94,17.83,14.85,1.71,0.00,90.43,79.61,-0.53,-0.64,-0.72,25.00,-0.52,-0.43,101.47,104.09,104.12,101.08,-2.517052551,2.920549524,275851,255642,-0.56,-1.14,-1.61,561642,1082205,1.18
39547,1.7242,1.4367,0.5749,0.00,0.00,134.25,124.67,127.35,47.07,55.24,46.15,62.63,0.00,126.11,134.41,117.80,53.36,70.77,16.79,0.00,31.21,26.97,-0.04,0.17,0.35,58.33,0.51,0.53,110.87,108.75,112.21,107.95,2.184331797,3.926267281,300675,245751,0.68,1.47,2.26,561715,1019584,-0.59
41906,-1.1098,0.0000,0.2540,-34.16,47.30,80.93,0.00,0.00,0.00,0.00,0.00,0.00,5.38,0.00,84.60,0.00,0.00,0.00,0.00,34.50,0.00,0.00,-0.41,0.00,0.00,0.00,0.00,0.00,92.87,91.72,93.29,91.12,1.253815962,2.365896206,278667,302944,0.74,1.27,1.76,562873,1044727,-0.45
39709,0.0000,0.0000,-1.5235,-64.14,61.97,71.54,0.00,0.00,0.00,0.00,0.00,0.00,9.96,0.00,79.62,0.00,0.00,0.00,0.00,21.24,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,97.88,97.1,102.24,95.73,0.741045698,6.700288184,221833,81694,0.34,0.28,0.16,563234,777866,6.6
41647,0.0000,0.0709,-1.4487,0.00,0.00,105.22,100.85,100.98,39.05,49.71,46.52,63.39,0.00,101.52,0.00,97.84,63.49,67.03,27.17,0.00,38.09,45.57,0.32,0.44,0.52,50.00,0.26,0.28,92.55,93.96,94.18,92.26,-1.490154337,2.043640234,233891,229314,-0.19,-0.09,0.16,563453,1203985,-0.3
40444,0.0000,-0.1742,-0.1251,0.00,0.00,85.00,85.00,85.34,43.04,53.76,70.71,81.36,0.00,84.23,0.00,78.81,85.09,90.97,26.31,0.00,40.17,27.49,0.28,0.38,0.35,66.67,0.33,0.25,75.18,74.84,75.61,73.58,2.704918033,2.773224044,282690,369139,-1.13,-2.52,-3.39,563583,363986,1.54
39394,0.0000,0.0000,0.5423,86.72,32.58,91.87,0.00,0.00,0.00,0.00,0.00,0.00,97.37,0.00,0.00,0.00,0.00,0.00,0.00,8.51,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,95.46,95.84,97.7,94.93,-0.944277265,2.874338487,309174,352198,0.8,1.56,2.27,563603,1082407,0.41
39608,3.2019,3.1504,0.1031,0.00,0.00,130.28,120.80,126.77,46.31,43.10,24.88,16.22,0.00,133.58,0.00,117.31,14.54,8.71,8.88,0.00,46.18,33.33,-0.84,-0.63,-0.51,33.33,-0.37,-0.12,134.35,137.97,138.25,133,-3.024397286,3.789519272,317045,313097,-0.4,-0.5,-0.41,563697,1026935,-3.71
41677,0.7349,0.0000,0.9151,146.05,2.17,98.87,0.00,0.00,0.00,0.00,0.00,0.00,59.78,0.00,102.78,0.00,0.00,0.00,0.00,17.29,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,100.14,97.97,100.24,97.11,2.277601879,3.1968134,263681,269707,0.59,1.44,2.24,564245,1198598,-0.05
41836,0.0000,-0.3522,-1.1064,0.00,0.00,92.86,92.86,93.45,40.02,39.20,42.19,43.09,0.00,95.34,0.00,92.03,52.22,45.61,8.32,0.00,53.23,60.29,-0.29,-0.31,-0.40,50.00,-0.25,-0.28,101.52,100.21,101.6,100.07,1.347708895,1.527403414,229787,146888,0.67,1.42,2.16,564302,1261391,2.26
40072,0.3034,0.0000,-0.0158,87.48,6.13,76.95,0.00,0.00,0.00,0.00,0.00,0.00,78.81,0.00,83.58,0.00,0.00,0.00,0.00,9.47,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,72.51,70.4,72.56,70.14,2.227548287,3.411814465,278567,111923,-0.36,-0.74,-1.14,564325,199076,0.16
41467,0.0000,1.8889,1.6587,0.00,0.00,104.21,104.21,108.42,58.52,57.54,58.01,60.06,0.00,106.57,0.00,103.20,62.17,64.59,25.31,0.00,22.57,21.86,-0.04,0.10,0.16,50.00,0.10,0.08,106.25,104.58,106.33,104.36,1.577437859,1.883365201,227479,163859,0.49,1.82,3.37,564489,1247542,0.42
41934,-3.0564,0.0000,-0.7683,-98.19,93.39,63.70,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,0.00,81.30,0.00,0.00,0.00,0.00,53.25,0.00,0.00,-0.80,0.00,0.00,0.00,0.00,0.00,80.32,82.55,83.15,80.22,-3.2871764,3.527995184,343806,336091,0.39,0.64,0.94,565076,1027743,1.43
39876,0.6612,0.0000,1.6136,109.13,3.40,43.96,0.00,0.00,0.00,0.00,0.00,0.00,98.13,0.00,53.56,0.00,0.00,0.00,0.00,25.17,0.00,0.00,-0.12,0.00,0.00,0.00,0.00,0.00,45.38,41.38,45.76,41.04,8.955582233,11.33253301,298423,273716,-1.82,-2.71,-3.55,565191,705294,-1.81
40780,-2.6587,0.0000,0.4844,20.25,39.65,79.52,0.00,0.00,0.00,0.00,0.00,0.00,96.83,0.00,89.41,0.00,0.00,0.00,0.00,15.11,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,85.3,85.17,86.56,83.01,0.16439643,4.168623767,346619,307265,-0.34,-0.72,-1.14,566379,0,0.28
39701,0.0000,0.0000,-1.4940,-121.07,93.63,70.60,0.00,0.00,0.00,0.00,0.00,0.00,38.33,0.00,94.97,0.00,0.00,0.00,0.00,27.04,0.00,0.00,-0.42,0.00,0.00,0.00,0.00,0.00,102.58,102.2,104.97,101.36,-0.658531861,3.49602944,311099,242917,-0.04,-0.34,-0.67,566608,827380,-1.91
39182,1.0774,1.2160,-0.2773,0.00,0.00,66.06,62.43,64.01,49.06,50.65,44.53,55.16,0.00,63.48,66.41,60.55,41.52,63.10,17.79,0.00,18.55,23.14,0.02,0.18,0.31,0.00,0.08,0.04,61.89,61.72,62.28,61.35,0.617785726,1.511949277,274016,263044,-2.99,-4.78,-5.78,566755,933950,0.2
39190,0.7429,0.9376,-0.3895,0.00,0.00,62.86,64.56,64.76,45.93,50.53,69.27,70.59,0.00,64.60,67.34,61.86,82.10,70.90,18.02,0.00,17.17,17.86,-0.14,0.02,0.12,0.00,0.14,0.10,63.13,63.25,63.41,62.4,0.047543582,1.600633914,231803,56968,-1.25,-2.57,-3.33,567418,892202,-1.16
40977,0.0000,1.8358,-0.2886,0.00,0.00,102.69,104.39,105.95,79.42,61.46,82.05,72.31,0.00,103.36,0.00,101.08,82.55,68.61,27.11,0.00,29.58,23.96,0.26,0.22,0.14,83.33,-0.03,-0.09,107.33,106.91,108.2,106.13,0.571589205,1.939655172,266600,189298,-0.42,-1,-1.4,567526,1125885,-1.16
39091,-1.2528,-0.4471,-1.6115,0.00,0.00,58.62,61.16,61.64,65.88,61.68,86.12,82.98,0.00,59.74,62.70,56.77,89.35,88.09,16.39,0.00,7.94,8.90,0.41,0.26,0.21,0.00,0.36,0.30,55.64,56.12,56.2,53.88,-0.802282047,4.136209663,298727,293775,-1.1,-2.15,-3.05,567535,970603,-1.73
39059,0.0000,0.0000,0.5244,57.91,39.25,53.50,0.00,0.00,0.00,0.00,0.00,0.00,103.89,0.00,0.00,0.00,0.00,0.00,0.00,6.40,0.00,0.00,0.57,0.00,0.00,58.33,0.00,0.00,62.03,62.75,63.65,61.95,-0.736117779,2.72043527,255423,238209,-1.06,-1.88,-2.55,567606,901520,-0.99
41740,0.7031,0.0000,0.7156,139.63,19.89,104.30,0.00,0.00,0.00,0.00,0.00,0.00,-3.30,0.00,104.92,0.00,0.00,0.00,0.00,13.79,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,103.33,103.34,104.44,103.01,-0.067698259,1.382978723,239872,209516,1.09,2.12,3.21,567695,1272677,0.07
41093,0.0000,-2.8070,2.1795,0.00,0.00,93.59,95.75,96.27,66.78,66.59,82.59,86.43,0.00,92.95,0.00,87.03,86.60,90.65,33.83,0.00,57.19,37.42,0.78,0.74,0.64,58.33,0.38,0.34,87.5,83.67,88.04,83.33,4.47761194,5.623880597,319202,268000,0,-0.5,-1.32,568226,1015963,-0.74
42282,0.1321,0.0000,0.1215,70.83,0.00,38.99,0.00,0.00,0.00,0.00,0.00,0.00,80.81,0.00,48.43,0.00,0.00,0.00,0.00,31.54,0.00,0.00,-0.33,0.00,0.00,0.00,0.00,0.00,46.2,45.65,46.94,45.21,1.182654402,3.788874288,317476,431407,-0.52,-1.3,-1.97,568435,1325105,2.84
40821,-2.5620,0.0000,-1.1700,-72.49,52.49,102.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.44,0.00,101.79,0.00,0.00,0.00,0.00,11.40,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,79.68,78.25,79.91,76.94,5.299326021,3.924937227,319884,290743,-0.15,-0.28,-0.43,568512,964025,2.88
41954,-2.6925,0.0000,0.1021,-97.30,75.99,53.97,0.00,0.00,0.00,0.00,0.00,0.00,2.58,0.00,64.61,0.00,0.00,0.00,8.48,23.01,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,77.53,77.18,78.04,76.42,0.453485359,2.098989375,304274,248795,0.07,0.12,0.08,568532,1075979,-0.63
41387,-1.5011,0.0000,-0.8786,-45.17,58.85,92.41,0.00,0.00,0.00,0.00,0.00,0.00,108.58,0.00,97.79,0.00,0.00,0.00,0.00,6.90,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,89.4,89.28,89.6,87.8,0.562429696,2.024746907,288852,333624,-0.39,-0.52,-0.42,568586,1194839,2.01
39575,3.2846,3.0302,0.5089,0.00,0.00,130.12,138.61,140.21,66.67,62.21,68.83,62.10,0.00,133.72,143.43,124.01,63.71,53.13,17.52,0.00,45.32,40.65,0.32,0.29,0.36,58.33,0.33,0.35,123.53,121.76,123.93,120.54,1.387065003,2.782337492,344379,327550,0.33,0.79,1.28,568620,1029712,-0.12
40561,0.0000,1.1481,-0.0220,0.00,0.00,99.82,101.91,103.92,61.55,67.46,76.42,80.83,0.00,97.16,0.00,83.05,81.90,89.08,41.07,0.00,85.35,70.10,0.53,0.61,0.59,50.00,0.67,0.45,91.38,91.51,91.9,90.55,-0.174786978,1.47476513,161226,88818,-1.03,-2.01,-2.88,568785,1150317,-0.48
39463,0.0000,0.0000,-1.3672,-169.86,85.41,102.67,0.00,0.00,0.00,0.00,0.00,0.00,96.28,0.00,0.00,0.00,0.00,0.00,0.00,7.58,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,90.84,91.68,91.9,89.26,-1.153427639,2.872687704,288937,161539,0.48,0.86,1.17,568862,1115802,-0.87
40848,0.0000,1.5064,1.4306,0.00,0.00,92.83,98.51,99.53,63.33,56.55,53.80,39.46,0.00,98.44,0.00,93.42,44.76,23.81,20.61,0.00,11.84,15.41,-0.23,-0.31,-0.34,50.00,-0.02,0.12,92.19,92.58,92.88,89.17,-1.07307651,3.981113853,325567,293713,0.14,0.28,0.41,569141,887239,0.91
40948,0.0000,-0.2383,-0.0469,0.00,0.00,107.51,102.06,105.01,47.45,48.34,37.28,42.84,0.00,105.97,0.00,103.39,28.75,49.47,15.63,0.00,24.88,19.86,-0.15,-0.13,-0.03,50.00,0.02,0.10,99.75,99.1,100.18,98.66,0.777934936,1.53566377,267614,225025,0.15,-0.41,-1.03,569388,1083224,-0.8
39967,0.0000,3.3228,0.9410,0.00,0.00,61.03,66.46,68.05,80.96,62.74,88.61,73.85,0.00,64.48,0.00,56.92,93.31,77.21,22.97,0.00,26.63,36.90,0.41,0.04,-0.25,75.00,-0.28,-0.40,66.12,68.25,68.95,64.95,-3.544857768,5.83515682,294405,342921,-0.97,-1.9,-2.74,569483,537209,2.72
40107,0.0000,1.5519,2.0423,0.00,0.00,79.13,71.30,71.95,20.65,33.18,19.22,33.29,0.00,76.88,0.00,72.02,15.71,42.47,10.90,0.00,40.64,35.05,-0.43,-0.31,-0.21,33.33,-0.18,-0.06,81.37,78.69,82,77.64,2.882791756,5.512707043,377786,365217,-0.59,-1.21,-1.69,569877,271509,0.15
39184,0.9266,1.1102,-0.3672,0.00,0.00,62.43,64.53,66.21,66.10,59.59,65.81,58.02,0.00,63.79,66.92,60.66,47.47,49.34,23.59,0.00,16.25,18.31,0.15,0.15,0.22,0.00,0.09,0.07,63.85,61.92,63.96,61.86,2.967263345,3.386550556,248043,183115,-2.49,-4.03,-4.9,570062,912249,-0.27
